,,,,,,
Task number,User name,Status,OPENDATE,OPENTIME,CLOSEDATE,CLOSETIME
53102,RINURIT,CLS,23/08/2018,11:18:55,23/08/2018,11:31:33
53101,RISOFIS,CLS,23/08/2018,11:17:22,28/08/2018,16:25:05
53100,RINURIT,CLS,23/08/2018,10:03:09,23/08/2018,11:18:41
53099,RINURIT,CLS,22/08/2018,14:57:44,23/08/2018,10:02:50
53098,RINURIT,CLS,22/08/2018,12:28:49,22/08/2018,14:57:05
53097,RISOFIS,CLS,22/08/2018,11:34:41,23/08/2018,11:17:08
53096,RINURIT,CLS,22/08/2018,11:21:49,22/08/2018,12:27:48
53095,RISOFIS,CLS,22/08/2018,11:19:53,22/08/2018,11:30:01
53094,RINURIT,CLS,21/08/2018,13:59:00,22/08/2018,11:21:25
53093,RINURIT,CLS,21/08/2018,10:01:33,21/08/2018,13:57:51
53092,RINURIT,CLS,20/08/2018,13:36:15,21/08/2018,10:01:12
53091,RISOFIS,CLS,20/08/2018,10:14:23,22/08/2018,11:19:30
53090,RISOFIS,CLS,19/08/2018,10:29:21,20/08/2018,10:14:10
53089,RISOFIS,CLS,19/08/2018,9:16:28,19/08/2018,10:29:10
53088,RISOFIS,CLS,16/08/2018,14:35:41,19/08/2018,9:16:15
53087,RINURIT,CLS,16/08/2018,8:53:05,20/08/2018,13:36:02
53086,RISOFIS,CLS,15/08/2018,11:15:15,16/08/2018,14:34:46
53085,RISOFIS,CLS,14/08/2018,15:48:58,15/08/2018,11:15:02
53084,RINURIT,CLS,13/08/2018,15:05:19,16/08/2018,8:52:45
53083,RINURIT,CLS,12/08/2018,12:29:54,13/08/2018,15:04:43
53082,RISOFIS,CLS,12/08/2018,8:33:53,14/08/2018,15:48:09
53081,RINURIT,CLS,09/08/2018,14:40:37,12/08/2018,12:29:24
53080,RINURIT,CLS,08/08/2018,14:48:42,09/08/2018,14:40:18
53079,RISOFIS,CLS,08/08/2018,11:16:15,12/08/2018,8:33:41
53078,RINURIT,CLS,08/08/2018,11:10:15,08/08/2018,14:47:54
53077,RINURIT,CLS,08/08/2018,9:31:33,08/08/2018,11:09:49
53076,RINURIT,CLS,07/08/2018,14:17:51,08/08/2018,9:26:35
53075,RINURIT,CLS,07/08/2018,12:08:02,07/08/2018,14:17:34
53074,RINURIT,CLS,07/08/2018,11:07:50,07/08/2018,12:07:46
53073,RINURIT,CLS,07/08/2018,8:58:03,07/08/2018,11:06:54
53072,RISOFIS,CLS,06/08/2018,11:45:46,08/08/2018,11:16:02
53071,RINURIT,CLS,05/08/2018,11:08:46,07/08/2018,8:57:45
53070,RINURIT,CLS,05/08/2018,10:41:15,05/08/2018,11:06:42
53069,RINURIT,CLS,05/08/2018,10:09:58,05/08/2018,10:41:02
53068,RINURIT,CLS,05/08/2018,10:01:28,05/08/2018,10:09:41
53067,RINURIT,CLS,01/08/2018,11:30:55,05/08/2018,10:01:06
53066,RINURIT,CLS,31/07/2018,10:16:30,01/08/2018,11:30:36
53065,RISOFIS,CLS,30/07/2018,15:12:39,06/08/2018,11:45:32
53064,RILILACH,CLS,30/07/2018,14:46:40,24/10/2018,13:15:04
53063,RINURIT,CLS,30/07/2018,12:24:12,31/07/2018,10:16:11
53062,RINURIT,CLS,29/07/2018,11:56:10,30/07/2018,12:23:55
53061,RISOFIS,CLS,25/07/2018,14:56:15,30/07/2018,15:12:18
53060,RINURIT,CLS,25/07/2018,14:14:08,29/07/2018,11:55:13
53059,RISOFIS,CLS,25/07/2018,10:43:43,25/07/2018,14:55:45
53058,RISOFIS,CLS,24/07/2018,14:18:33,25/07/2018,10:43:26
53057,RISOFIS,CLS,24/07/2018,13:32:23,24/07/2018,14:18:18
53056,RINURIT,CLS,24/07/2018,11:35:41,25/07/2018,14:13:13
53055,RINURIT,CLS,24/07/2018,9:39:53,24/07/2018,11:35:22
53054,RINURIT,CLS,23/07/2018,14:20:26,24/07/2018,9:39:34
53053,RINURIT,CLS,23/07/2018,8:47:37,23/07/2018,14:19:57
53052,RINURIT,CLS,22/07/2018,12:22:40,23/07/2018,8:47:19
53051,RISOFIS,CLS,19/07/2018,13:36:38,24/07/2018,13:32:07
53050,RISOFIS,CLS,18/07/2018,16:43:18,19/07/2018,13:36:18
53049,RILILACH,CLS,18/07/2018,14:47:37,30/07/2018,14:46:20
53048,RINURIT,CLS,18/07/2018,12:40:40,22/07/2018,12:22:20
53047,RINURIT,CLS,18/07/2018,11:36:28,18/07/2018,12:36:20
53046,RINURIT,CLS,18/07/2018,11:00:51,18/07/2018,11:36:03
53045,RISOFIS,CLS,17/07/2018,15:53:37,18/07/2018,15:00:47
53044,RISOFIS,CLS,17/07/2018,13:33:21,17/07/2018,15:53:21
53043,RISOFIS,CLS,17/07/2018,8:12:25,17/07/2018,13:33:07
53042,RINURIT,CLS,16/07/2018,14:40:50,18/07/2018,11:00:02
53041,RINURIT,CLS,16/07/2018,11:37:24,16/07/2018,14:39:24
53040,RILILACH,CLS,15/07/2018,13:47:10,18/07/2018,14:46:55
53039,RISOFIS,CLS,15/07/2018,12:10:28,17/07/2018,8:12:08
53038,RISOFIS,CLS,15/07/2018,11:26:05,15/07/2018,12:10:11
53037,RISOFIS,CLS,15/07/2018,10:53:54,15/07/2018,11:25:45
53036,RINURIT,CLS,15/07/2018,9:53:55,16/07/2018,11:36:22
53035,RINURIT,CLS,12/07/2018,14:42:22,15/07/2018,9:53:32
53034,RINURIT,CLS,12/07/2018,14:04:06,12/07/2018,14:42:07
53033,RINURIT,CLS,12/07/2018,11:35:26,12/07/2018,14:03:50
53032,RILILACH,CLS,10/07/2018,16:54:53,15/07/2018,13:46:54
53031,RISOFIS,CLS,10/07/2018,15:00:30,15/07/2018,10:53:36
53030,RISOFIS,CLS,10/07/2018,14:39:50,10/07/2018,14:59:58
53029,RILILACH,CLS,10/07/2018,12:14:00,10/07/2018,16:54:24
53028,RISOFIS,CLS,10/07/2018,11:28:30,10/07/2018,14:39:33
53027,RILILACH,CLS,10/07/2018,11:25:45,10/07/2018,12:13:43
53026,RISOFIS,CLS,10/07/2018,10:25:56,10/07/2018,11:28:13
53025,RINURIT,CLS,09/07/2018,12:23:04,12/07/2018,11:34:50
53024,RISOFIS,CLS,09/07/2018,10:58:45,10/07/2018,10:25:23
53023,RINURIT,CLS,09/07/2018,9:35:24,09/07/2018,12:22:30
53022,RISOFIS,CLS,09/07/2018,9:34:55,09/07/2018,10:58:26
53021,RINURIT,CLS,09/07/2018,9:20:05,09/07/2018,9:29:36
53020,RINURIT,CLS,08/07/2018,12:48:21,09/07/2018,9:19:42
53019,RINURIT,CLS,05/07/2018,14:54:35,08/07/2018,12:47:01
53018,RINURIT,CLS,05/07/2018,14:44:29,05/07/2018,14:54:21
53017,RINURIT,CLS,03/07/2018,10:07:27,05/07/2018,14:44:06
53016,RINURIT,CLS,02/07/2018,15:02:15,03/07/2018,10:06:19
53015,RINURIT,CLS,02/07/2018,12:19:49,02/07/2018,15:01:53
53014,RISTASP,CLS,02/07/2018,11:21:29,09/12/2018,9:43:34
53013,RINURIT,CLS,02/07/2018,10:20:11,02/07/2018,12:19:30
53012,RINURIT,CLS,02/07/2018,9:13:49,02/07/2018,10:19:42
53011,RINURIT,CLS,01/07/2018,14:44:05,02/07/2018,9:13:23
53010,RINURIT,CLS,01/07/2018,12:51:49,01/07/2018,14:43:39
53009,RINURIT,CLS,01/07/2018,12:05:20,01/07/2018,12:51:36
53008,RINURIT,CLS,01/07/2018,10:45:15,01/07/2018,12:05:04
53007,RINURIT,CLS,01/07/2018,10:18:56,01/07/2018,10:40:26
53006,RINURIT,CLS,01/07/2018,9:23:58,01/07/2018,9:59:26
53005,RINURIT,CLS,28/06/2018,14:35:40,01/07/2018,9:23:40
53004,RINURIT,CLS,27/06/2018,14:58:42,28/06/2018,14:32:58
53003,RINURIT,CLS,26/06/2018,12:54:08,27/06/2018,14:58:21
53002,RINURIT,CLS,26/06/2018,12:25:04,26/06/2018,12:45:15
53001,RIRACHEL,CLS,26/06/2018,12:21:05,26/06/2018,12:22:00
52633,RINURIT,CLS,21/06/2018,12:28:56,24/06/2018,9:46:57
52632,RINURIT,CLS,21/06/2018,9:39:38,21/06/2018,12:28:29
52631,RINURIT,CLS,20/06/2018,14:25:42,21/06/2018,9:39:17
52630,RINURIT,CLS,20/06/2018,13:35:59,20/06/2018,14:21:34
52629,RINURIT,CLS,20/06/2018,12:22:58,20/06/2018,13:35:34
52628,RINURIT,CLS,20/06/2018,11:36:11,20/06/2018,12:22:43
52627,RINURIT,CLS,20/06/2018,9:04:01,20/06/2018,11:35:54
52626,RINURIT,CLS,19/06/2018,15:08:01,20/06/2018,9:03:39
52625,RINURIT,CLS,19/06/2018,14:33:08,19/06/2018,15:07:44
52624,RISOFIS,CLS,19/06/2018,14:22:34,24/06/2018,9:47:33
52623,RINURIT,CLS,19/06/2018,14:15:30,19/06/2018,14:32:03
52622,RINURIT,CLS,19/06/2018,11:55:15,19/06/2018,14:15:13
52621,RINURIT,CLS,18/06/2018,14:05:02,19/06/2018,11:54:55
52620,RISOFIS,CLS,18/06/2018,10:33:29,19/06/2018,14:22:18
52619,RISOFIS,CLS,14/06/2018,15:23:15,18/06/2018,10:33:13
52618,RINURIT,CLS,14/06/2018,14:31:45,18/06/2018,14:04:39
52617,RILILACH,CLS,14/06/2018,10:50:52,24/06/2018,9:48:14
52616,RISOFIS,CLS,14/06/2018,10:07:17,14/06/2018,15:22:57
52615,RILILACH,CLS,12/06/2018,14:38:55,14/06/2018,10:49:37
52614,RINURIT,CLS,12/06/2018,14:09:48,14/06/2018,14:31:10
52613,RISOFIS,CLS,12/06/2018,13:18:10,14/06/2018,10:04:33
52612,RISOFIS,CLS,12/06/2018,11:43:48,12/06/2018,13:17:41
52611,RISOFIS,CLS,12/06/2018,9:24:00,12/06/2018,11:42:25
52610,RINURIT,CLS,12/06/2018,9:22:40,12/06/2018,14:08:05
52609,RILILACH,CLS,10/06/2018,11:48:10,12/06/2018,14:38:14
52608,RISOFIS,CLS,07/06/2018,7:17:02,12/06/2018,9:23:41
52607,RISOFIS,CLS,07/06/2018,7:14:58,07/06/2018,7:16:47
52606,RISOFIS,CLS,06/06/2018,14:36:41,07/06/2018,7:14:40
52605,RISOFIS,CLS,06/06/2018,10:37:46,06/06/2018,14:36:23
52604,RISOFIS,CLS,06/06/2018,10:34:37,06/06/2018,10:37:23
52603,RISOFIS,CLS,05/06/2018,11:10:56,06/06/2018,10:34:19
52602,RISOFIS,CLS,04/06/2018,13:31:38,05/06/2018,11:10:33
52601,RISOFIS,CLS,03/06/2018,14:28:48,04/06/2018,13:31:22
52600,RISOFIS,CLS,03/06/2018,10:19:57,03/06/2018,14:28:29
52599,RISOFIS,CLS,31/05/2018,8:40:10,03/06/2018,10:19:37
52598,RISOFIS,CLS,30/05/2018,11:19:34,31/05/2018,8:39:51
52597,RINURIT,CLS,29/05/2018,11:57:27,12/06/2018,9:22:18
52596,RISOFIS,CLS,29/05/2018,11:28:38,30/05/2018,11:15:22
52595,RINURIT,CLS,29/05/2018,10:54:59,29/05/2018,11:56:53
52594,RINURIT,CLS,29/05/2018,10:07:52,29/05/2018,10:54:34
52593,RISOFIS,CLS,29/05/2018,9:50:46,29/05/2018,11:28:23
52592,RINURIT,CLS,28/05/2018,13:48:44,29/05/2018,10:06:45
52591,RINURIT,CLS,28/05/2018,11:38:17,28/05/2018,13:48:16
52590,RISOFIS,CLS,27/05/2018,14:35:15,29/05/2018,9:50:30
52589,RISOFIS,CLS,24/05/2018,15:41:59,27/05/2018,14:34:58
52588,RINURIT,CLS,24/05/2018,11:33:35,28/05/2018,11:37:46
52587,RISOFIS,CLS,22/05/2018,11:51:45,24/05/2018,15:41:25
52586,RISOFIS,CLS,22/05/2018,11:14:41,22/05/2018,11:51:29
52585,RINURIT,CLS,21/05/2018,12:43:22,24/05/2018,11:33:17
52584,RINURIT,CLS,16/05/2018,11:50:22,21/05/2018,12:43:01
52583,RISOFIS,CLS,16/05/2018,11:45:32,22/05/2018,11:14:22
52582,RINURIT,CLS,16/05/2018,10:53:09,16/05/2018,11:49:54
52581,RINURIT,CLS,15/05/2018,14:37:56,16/05/2018,10:52:44
52580,RINURIT,CLS,15/05/2018,14:23:50,15/05/2018,14:37:26
52579,RINURIT,CLS,15/05/2018,12:25:22,15/05/2018,14:22:51
52578,RISOFIS,CLS,15/05/2018,11:22:48,16/05/2018,11:45:16
52577,RISOFIS,CLS,15/05/2018,11:03:41,15/05/2018,11:22:28
52576,RISOFIS,CLS,14/05/2018,11:57:51,15/05/2018,11:01:39
52575,RINURIT,CLS,14/05/2018,9:20:40,15/05/2018,12:23:54
52574,RINURIT,CLS,13/05/2018,14:04:12,14/05/2018,9:20:16
52573,RINURIT,CLS,13/05/2018,13:37:21,13/05/2018,14:03:48
52572,RINURIT,CLS,13/05/2018,10:45:24,13/05/2018,12:05:32
52571,RINURIT,CLS,13/05/2018,10:36:14,13/05/2018,10:44:41
52570,RISOFIS,CLS,13/05/2018,8:42:56,14/05/2018,11:57:34
52569,RINURIT,CLS,09/05/2018,12:33:10,13/05/2018,10:22:01
52568,RINURIT,CLS,09/05/2018,10:35:13,09/05/2018,12:32:53
52567,RINURIT,CLS,08/05/2018,10:47:07,09/05/2018,10:33:02
52566,RISOFIS,CLS,07/05/2018,10:23:51,13/05/2018,8:42:38
52565,RINURIT,CLS,07/05/2018,10:23:38,08/05/2018,10:42:39
52564,RINURIT,CLS,07/05/2018,9:24:31,07/05/2018,10:19:42
52563,RINURIT,CLS,07/05/2018,8:44:02,07/05/2018,9:24:15
52562,RISOFIS,CLS,03/05/2018,13:54:59,07/05/2018,10:23:30
52561,RINURIT,CLS,03/05/2018,10:06:48,07/05/2018,8:43:42
52560,RISOFIS,CLS,02/05/2018,13:47:59,03/05/2018,13:54:43
52559,RISOFIS,CLS,02/05/2018,10:50:11,02/05/2018,13:47:37
52558,RINURIT,CLS,02/05/2018,10:31:59,03/05/2018,10:06:28
52557,RINURIT,CLS,01/05/2018,11:02:08,02/05/2018,10:30:57
52556,RISOFIS,CLS,01/05/2018,10:27:10,02/05/2018,10:49:51
52555,RILILACH,CLS,30/04/2018,15:40:04,07/06/2018,14:14:57
52554,RINURIT,CLS,30/04/2018,11:27:12,01/05/2018,11:01:49
52553,RISOFIS,CLS,26/04/2018,11:15:49,01/05/2018,10:26:25
52552,RINURIT,CLS,25/04/2018,12:25:45,30/04/2018,11:16:34
52551,RINURIT,CLS,25/04/2018,11:39:20,25/04/2018,12:22:08
52550,RINURIT,CLS,24/04/2018,14:08:42,25/04/2018,11:38:39
52549,RINURIT,CLS,24/04/2018,11:06:00,24/04/2018,14:08:21
52548,RINURIT,CLS,23/04/2018,14:47:55,24/04/2018,11:05:10
52547,RISOFIS,CLS,23/04/2018,11:56:25,26/04/2018,11:15:24
52546,RISOFIS,CLS,23/04/2018,11:17:11,23/04/2018,11:56:08
52545,RINURIT,CLS,22/04/2018,14:51:46,23/04/2018,14:46:46
52544,RINURIT,CLS,22/04/2018,9:53:47,22/04/2018,14:51:22
52543,RINURIT,CLS,18/04/2018,11:14:33,22/04/2018,9:46:57
52542,RINURIT,CLS,16/04/2018,10:36:55,18/04/2018,11:14:13
52541,RINURIT,CLS,15/04/2018,15:05:38,16/04/2018,10:36:35
52540,RISOFIS,CLS,15/04/2018,8:42:04,23/04/2018,11:16:54
52539,RINURIT,CLS,12/04/2018,13:33:27,15/04/2018,15:05:12
52538,RINURIT,CLS,11/04/2018,14:12:51,12/04/2018,12:39:46
52537,RINURIT,CLS,11/04/2018,11:05:09,11/04/2018,14:06:57
52536,RISOFIS,CLS,11/04/2018,10:13:00,15/04/2018,8:41:45
52535,RINURIT,CLS,11/04/2018,9:59:18,11/04/2018,11:04:17
52534,RINURIT,CLS,10/04/2018,14:31:09,11/04/2018,9:58:37
52533,RISOFIS,CLS,10/04/2018,14:06:21,11/04/2018,10:12:43
52532,RISOFIS,CLS,10/04/2018,11:04:55,10/04/2018,14:06:06
52531,RINURIT,CLS,10/04/2018,8:49:48,10/04/2018,14:30:48
52530,RINURIT,CLS,09/04/2018,11:42:07,10/04/2018,8:49:10
52529,RINURIT,CLS,09/04/2018,9:00:55,09/04/2018,11:41:36
52528,RINURIT,CLS,08/04/2018,14:56:02,09/04/2018,9:00:33
52527,RINURIT,CLS,03/04/2018,13:41:01,08/04/2018,14:52:40
52526,RINURIT,CLS,02/04/2018,14:56:28,03/04/2018,13:39:10
52525,RINURIT,CLS,02/04/2018,13:40:13,02/04/2018,14:56:00
52524,RINURIT,CLS,02/04/2018,11:03:02,02/04/2018,13:39:07
52523,RINURIT,CLS,02/04/2018,9:41:04,02/04/2018,11:02:44
52522,RISOFIS,CLS,01/04/2018,15:45:17,10/04/2018,11:04:38
52521,RISOFIS,CLS,01/04/2018,15:38:38,01/04/2018,15:44:57
52520,RINURIT,CLS,01/04/2018,14:11:51,02/04/2018,9:40:43
52519,RINURIT,CLS,01/04/2018,12:04:39,01/04/2018,13:47:17
52518,RINURIT,CLS,28/03/2018,15:02:48,01/04/2018,11:57:10
52517,RINURIT,CLS,28/03/2018,13:03:47,28/03/2018,15:02:36
52516,RISOFIS,CLS,28/03/2018,9:16:00,01/04/2018,15:38:13
52515,RINURIT,CLS,27/03/2018,12:25:20,28/03/2018,13:02:49
52514,RISOFIS,CLS,27/03/2018,9:53:01,28/03/2018,9:15:47
52513,RISOFIS,CLS,27/03/2018,9:51:14,27/03/2018,9:52:49
52512,RINURIT,CLS,27/03/2018,9:29:44,27/03/2018,12:25:00
52511,RINURIT,CLS,26/03/2018,11:05:07,27/03/2018,9:29:33
52510,RISOFIS,CLS,26/03/2018,11:01:05,27/03/2018,9:51:02
52509,RINURIT,CLS,26/03/2018,9:56:06,26/03/2018,11:02:53
52508,RINURIT,CLS,22/03/2018,15:00:43,26/03/2018,9:55:46
52507,RINURIT,CLS,22/03/2018,14:55:47,22/03/2018,15:00:29
52506,RINURIT,CLS,22/03/2018,8:27:57,22/03/2018,14:55:34
52505,RINURIT,CLS,21/03/2018,10:28:55,22/03/2018,8:27:31
52504,RISOFIS,CLS,21/03/2018,7:50:21,26/03/2018,11:00:54
52503,RISOFIS,CLS,21/03/2018,7:09:50,21/03/2018,7:50:01
52502,RINURIT,CLS,20/03/2018,12:39:41,21/03/2018,10:28:35
52501,RISOFIS,CLS,20/03/2018,11:08:14,21/03/2018,7:09:37
52500,RINURIT,CLS,19/03/2018,11:59:15,20/03/2018,12:38:06
52499,RINURIT,CLS,19/03/2018,10:45:24,19/03/2018,11:58:46
52498,RISOFIS,CLS,19/03/2018,10:43:19,20/03/2018,11:07:59
52497,RISOFIS,CLS,19/03/2018,9:19:45,19/03/2018,10:43:04
52496,RINURIT,CLS,18/03/2018,14:59:03,19/03/2018,10:44:16
52495,RINURIT,CLS,18/03/2018,12:16:24,18/03/2018,14:58:50
52494,RINURIT,CLS,18/03/2018,11:10:59,18/03/2018,12:16:05
52493,RINURIT,CLS,18/03/2018,10:09:34,18/03/2018,11:10:44
52492,RINURIT,CLS,15/03/2018,14:59:13,18/03/2018,10:08:57
52491,RINURIT,CLS,15/03/2018,14:45:18,15/03/2018,14:58:59
52490,RISOFIS,CLS,14/03/2018,15:52:19,18/03/2018,13:37:25
52489,RINURIT,CLS,14/03/2018,14:53:13,15/03/2018,14:45:05
52488,RINURIT,CLS,14/03/2018,13:05:40,14/03/2018,14:53:01
52487,RIEDNAM,CLS,14/03/2018,13:03:58,14/03/2018,13:05:23
52486,RINURIT,CLS,14/03/2018,8:21:44,14/03/2018,12:34:43
52485,RISOFIS,CLS,13/03/2018,12:21:30,14/03/2018,15:52:05
52484,RINURIT,CLS,13/03/2018,11:59:58,14/03/2018,8:21:18
52483,RINURIT,CLS,12/03/2018,12:23:39,13/03/2018,11:59:42
52482,RISOFIS,CLS,07/03/2018,13:29:57,13/03/2018,12:21:13
52481,RINURIT,CLS,07/03/2018,12:34:00,12/03/2018,12:23:15
52480,RINURIT,CLS,07/03/2018,9:28:45,07/03/2018,12:33:20
52479,RISOFIS,CLS,06/03/2018,14:23:44,07/03/2018,13:29:46
52478,RINURIT,CLS,06/03/2018,12:28:46,07/03/2018,9:28:27
52477,RISOFIS,CLS,05/03/2018,15:37:00,06/03/2018,14:23:30
52476,RISOFIS,CLS,05/03/2018,14:54:48,05/03/2018,15:36:46
52475,RINURIT,CLS,05/03/2018,12:19:21,06/03/2018,12:22:57
52474,RINURIT,CLS,04/03/2018,12:44:18,05/03/2018,12:19:04
52473,RISOFIS,CLS,01/03/2018,15:02:42,05/03/2018,14:54:35
52472,RISOFIS,CLS,01/03/2018,14:57:21,01/03/2018,15:02:13
52471,RISOFIS,CLS,28/02/2018,11:32:53,01/03/2018,14:57:00
52470,RISOFIS,CLS,28/02/2018,9:15:31,28/02/2018,11:32:32
52469,RISOFIS,CLS,27/02/2018,15:21:23,28/02/2018,9:15:11
52468,RINURIT,CLS,27/02/2018,14:11:39,04/03/2018,12:43:49
52467,RINURIT,CLS,27/02/2018,11:35:39,27/02/2018,14:01:44
52466,RINURIT,CLS,27/02/2018,10:51:48,27/02/2018,11:35:09
52465,RINURIT,CLS,26/02/2018,15:01:06,27/02/2018,10:50:35
52464,RISOFIS,CLS,25/02/2018,14:44:03,27/02/2018,15:21:03
52463,RINURIT,CLS,25/02/2018,14:35:44,26/02/2018,14:55:55
52462,RISOFIS,CLS,25/02/2018,9:24:32,25/02/2018,14:43:45
52461,RINURIT,CLS,25/02/2018,8:43:00,25/02/2018,14:35:02
52460,RISOFIS,CLS,25/02/2018,7:45:49,25/02/2018,9:24:11
52459,RISOFIS,CLS,22/02/2018,14:21:51,25/02/2018,7:45:28
52458,RINURIT,CLS,22/02/2018,11:32:57,25/02/2018,8:38:13
52457,RINURIT,CLS,22/02/2018,9:08:57,22/02/2018,11:32:27
52456,RINURIT,CLS,21/02/2018,14:01:44,22/02/2018,9:08:15
52455,RINURIT,CLS,21/02/2018,13:23:15,21/02/2018,14:01:21
52454,RISOFIS,CLS,21/02/2018,10:16:40,22/02/2018,14:21:24
52453,RINURIT,CLS,20/02/2018,9:53:38,21/02/2018,13:22:56
52452,RINURIT,CLS,20/02/2018,8:31:54,20/02/2018,9:53:16
52451,RISOFIS,CLS,19/02/2018,14:57:09,21/02/2018,10:16:17
52450,RINURIT,CLS,19/02/2018,14:44:28,20/02/2018,8:29:41
52449,RISOFIS,CLS,19/02/2018,10:16:37,19/02/2018,14:56:53
52448,RINURIT,CLS,18/02/2018,13:49:13,19/02/2018,14:21:21
52447,RINURIT,CLS,18/02/2018,11:40:40,18/02/2018,13:48:48
52446,RISOFIS,CLS,18/02/2018,10:03:51,19/02/2018,10:16:18
52445,RISOFIS,CLS,18/02/2018,9:07:29,18/02/2018,10:03:28
52444,RISOFIS,CLS,15/02/2018,15:20:39,18/02/2018,9:07:06
52443,RISOFIS,CLS,15/02/2018,15:07:32,15/02/2018,15:20:13
52442,RINURIT,CLS,15/02/2018,14:56:44,18/02/2018,11:40:19
52441,RINURIT,CLS,15/02/2018,12:47:46,15/02/2018,14:56:14
52440,RINURIT,CLS,15/02/2018,10:40:04,15/02/2018,12:47:21
52439,RIEDNAM,CLS,15/02/2018,10:39:07,15/02/2018,10:39:42
52438,RINURIT,CLS,15/02/2018,9:18:11,15/02/2018,10:37:04
52437,RINURIT,CLS,14/02/2018,14:34:11,15/02/2018,9:17:16
52436,RINURIT,CLS,13/02/2018,14:26:26,14/02/2018,14:33:32
52435,RINURIT,CLS,13/02/2018,13:46:25,13/02/2018,14:26:09
52434,RILILACH,CLS,12/02/2018,15:46:56,30/04/2018,15:39:36
52433,RINURIT,CLS,12/02/2018,10:31:01,13/02/2018,13:46:04
52432,RINURIT,CLS,12/02/2018,10:20:22,12/02/2018,10:30:38
52431,RINURIT,CLS,12/02/2018,10:12:21,12/02/2018,10:18:41
52430,RISOFIS,CLS,11/02/2018,15:07:02,15/02/2018,15:07:14
52429,RINURIT,CLS,11/02/2018,14:40:55,12/02/2018,10:11:29
52428,RINURIT,CLS,11/02/2018,13:23:00,11/02/2018,14:40:16
52427,RILILACH,CLS,11/02/2018,11:30:50,12/02/2018,15:44:26
52426,RINURIT,CLS,11/02/2018,10:59:18,11/02/2018,13:22:40
52425,RINURIT,CLS,11/02/2018,9:41:15,11/02/2018,10:58:50
52424,RINURIT,CLS,08/02/2018,14:42:58,11/02/2018,9:40:42
52423,RISOFIS,CLS,08/02/2018,8:38:01,11/02/2018,15:06:48
52422,RISOFIS,CLS,07/02/2018,15:46:37,08/02/2018,8:37:40
52421,RISOFIS,CLS,06/02/2018,11:26:45,07/02/2018,15:46:16
52420,RILILACH,CLS,05/02/2018,17:10:23,11/02/2018,11:30:32
52419,RISOFIS,CLS,05/02/2018,15:23:14,06/02/2018,11:26:27
52418,RILILACH,CLS,05/02/2018,13:52:48,05/02/2018,17:09:25
52417,RINURIT,CLS,05/02/2018,13:41:25,08/02/2018,14:33:40
52416,RINURIT,CLS,05/02/2018,13:36:12,05/02/2018,13:41:01
52415,RIEDNAM,CLS,05/02/2018,13:35:52,05/02/2018,13:36:37
52414,RISOFIS,CLS,04/02/2018,13:41:41,05/02/2018,15:22:55
52413,RISOFIS,CLS,04/02/2018,10:24:10,04/02/2018,13:41:24
52412,RINURIT,CLS,01/02/2018,12:27:30,05/02/2018,13:35:28
52411,RINURIT,CLS,01/02/2018,11:48:05,01/02/2018,12:27:15
52410,RISTASP,CLS,01/02/2018,11:36:44,24/06/2018,9:48:39
52409,RINURIT,CLS,31/01/2018,12:40:02,01/02/2018,11:47:45
52408,RINURIT,CLS,31/01/2018,11:08:15,31/01/2018,12:37:14
52407,RINURIT,CLS,30/01/2018,13:37:20,31/01/2018,10:59:15
52406,RISOFIS,CLS,29/01/2018,10:10:47,04/02/2018,10:23:49
52405,RINURIT,CLS,28/01/2018,14:05:13,30/01/2018,13:36:59
52404,RINURIT,CLS,28/01/2018,13:45:37,28/01/2018,14:04:54
52403,RINURIT,CLS,28/01/2018,11:22:12,28/01/2018,13:45:19
52402,RILILACH,CLS,28/01/2018,9:33:29,04/02/2018,17:30:52
52401,RISOFIS,CLS,25/01/2018,15:01:39,29/01/2018,10:10:20
52400,RISOFIS,CLS,25/01/2018,11:29:23,25/01/2018,15:01:11
52399,RISOFIS,CLS,25/01/2018,11:19:32,25/01/2018,11:28:50
52398,RISOFIS,CLS,25/01/2018,10:58:53,25/01/2018,11:19:12
52397,RINURIT,CLS,25/01/2018,10:28:28,28/01/2018,11:21:45
52396,RINURIT,CLS,25/01/2018,10:17:46,25/01/2018,10:28:09
52395,RILILACH,CLS,25/01/2018,9:26:12,28/01/2018,9:33:11
52394,RILILACH,CLS,25/01/2018,9:18:24,25/01/2018,9:24:46
52393,RISOFIS,CLS,24/01/2018,14:56:53,25/01/2018,10:58:29
52392,RILILACH,CLS,24/01/2018,9:43:37,25/01/2018,9:17:45
52391,RILILACH,CLS,24/01/2018,9:40:43,24/01/2018,9:43:16
52390,RINURIT,CLS,24/01/2018,9:11:52,25/01/2018,10:17:23
52389,RISOFIS,CLS,24/01/2018,8:32:26,24/01/2018,14:56:32
52388,RINURIT,CLS,23/01/2018,12:29:45,24/01/2018,9:11:17
52387,RINURIT,CLS,23/01/2018,12:00:17,23/01/2018,12:26:03
52386,RINURIT,CLS,23/01/2018,10:42:51,23/01/2018,11:59:55
52385,RISOFIS,CLS,23/01/2018,9:20:23,24/01/2018,8:31:00
52384,RISOFIS,CLS,23/01/2018,8:22:51,23/01/2018,9:20:00
52383,RISOFIS,CLS,22/01/2018,15:39:49,23/01/2018,8:22:33
52382,RILILACH,CLS,22/01/2018,15:20:00,24/01/2018,9:40:23
